cd_talhao;dt_hr_local_inicial;cd_equipamento;vl_velocidade;vl_rpm;vl_temperatura_motor;vl_consumo_instantaneo
401;09/11/2021 00:00;642,00;6.61;1888,00;96,00;57.01
401;09/11/2021 00:00;642,00;6.81;1913,00;96,00;55.1
401;09/11/2021 00:00;642,00;6.7;1888,00;96,00;57.02
401;09/11/2021 00:00;642,00;6.8;1928,00;96,00;52.68
401;09/11/2021 00:00;642,00;6.77;1878,00;96,00;57.48
401;09/11/2021 00:00;642,00;6.65;1890,00;96,00;56.51
401;09/11/2021 00:00;642,00;6.74;1907,00;96,00;52.73
401;09/11/2021 00:00;642,00;6.66;1901,00;96,00;57.12
401;09/11/2021 00:00;642,00;6.71;1890,00;96,00;56.48
401;09/11/2021 00:00;642,00;6.65;1874,00;96,00;56.54
401;09/11/2021 00:00;642,00;7.39;1890,00;96,00;53.64
401;09/11/2021 00:00;642,00;7.15;1906,00;96,00;62.57
401;10/11/2021 00:00;460,00;1.7;1882,00;85,00;66.19
401;10/11/2021 00:00;460,00;2.2;1889,00;84,00;66.54
401;10/11/2021 00:00;460,00;1.44;1850,00;84,00;71.3
401;10/11/2021 00:00;460,00;1.65;1844,00;84,00;74.8
401;10/11/2021 00:00;642,00;4.53;1873,00;99,00;56.87
401;11/11/2021 00:00;121,00;2.27;926,00;30,00;5.7
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.54;1275,00;91,00;33.8
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.66;1261,00;91,00;28.05
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.06;1312,00;91,00;33.16
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.72;1295,00;91,00;33.62
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.97;1312,00;91,00;27.62
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.9;1295,00;91,00;36.11
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.76;1296,00;91,00;40.8
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.69;1301,00;91,00;40.11
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.72;1291,00;90,00;38.63
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.74;1285,00;90,00;40.6
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.81;1306,00;90,00;41.55
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.59;1301,00;90,00;38.21
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.87;1276,00;90,00;44.37
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.71;1295,00;90,00;40.41
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.66;1277,00;90,00;42.91
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.76;1280,00;90,00;40.45
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.65;1291,00;90,00;37.37
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.71;1262,00;90,00;39.89
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.84;1273,00;90,00;37.86
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.72;1291,00;90,00;40.21
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.34;1263,00;90,00;41.85
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.72;1314,00;90,00;37.54
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.72;1286,00;90,00;39.45
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.69;1285,00;90,00;38.8
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.66;1288,00;90,00;39.52
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.72;1287,00;90,00;34.95
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.63;1263,00;90,00;43.22
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;12.78;1304,00;90,00;41.39
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;11.28;1191,00;89,00;36.75
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;11.46;1135,00;89,00;37.4
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.73;1407,00;89,00;38.87
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.81;1376,00;89,00;44.55
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.57;1352,00;89,00;38.65
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;14.47;1449,00;88,00;36.17
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.74;1435,00;88,00;43.28
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.66;1389,00;88,00;45.89
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.73;1326,00;88,00;43.72
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.89;1354,00;88,00;38.68
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.87;1355,00;88,00;36.38
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.83;1355,00;88,00;42.94
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.88;1640,00;87,00;35.34
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;14.08;1600,00;87,00;37.18
401;17/11/2021 00:00;460,00;14.24;1061,00;85,00;7.7
*NAO_DEFINIDO*;17/11/2021 00:00;460,00;13.12;999,00;85,00;22.25
401;17/11/2021 00:00;460,00;13.89;1089,00;85,00;13.98
401;17/11/2021 00:00;460,00;13.59;1041,00;85,00;21.36
401;17/11/2021 00:00;460,00;15.13;1090,00;85,00;16.35
401;17/11/2021 00:00;460,00;15.03;1102,00;85,00;18.52
401;17/11/2021 00:00;460,00;14.71;1112,00;85,00;19.4
401;17/11/2021 00:00;460,00;14.6;1103,00;85,00;22.65
401;17/11/2021 00:00;460,00;14.56;1102,00;85,00;21.57
401;17/11/2021 00:00;460,00;14.87;1103,00;85,00;20.78
401;17/11/2021 00:00;460,00;15.07;1116,00;85,00;24.45
401;17/11/2021 00:00;460,00;14.84;1113,00;85,00;24.8
401;17/11/2021 00:00;460,00;14.82;1088,00;85,00;23.99
401;17/11/2021 00:00;460,00;15.47;1154,00;85,00;21.55
401;17/11/2021 00:00;460,00;14.91;1128,00;85,00;33.75
401;17/11/2021 00:00;460,00;14.29;1082,00;85,00;37.4
401;17/11/2021 00:00;460,00;14.68;1123,00;85,00;17.8
401;17/11/2021 00:00;460,00;14.88;1098,00;85,00;28.82
401;17/11/2021 00:00;460,00;14.9;1108,00;85,00;24.5
401;17/11/2021 00:00;460,00;14.82;1088,00;85,00;29.33
401;17/11/2021 00:00;460,00;14.87;1098,00;85,00;25.07
401;17/11/2021 00:00;460,00;14.71;1090,00;85,00;24.45
401;17/11/2021 00:00;460,00;14.75;1098,00;85,00;23.85
401;17/11/2021 00:00;460,00;14.97;1109,00;85,00;24.67
401;17/11/2021 00:00;460,00;14.75;1094,00;85,00;27.25
401;17/11/2021 00:00;460,00;14.64;1089,00;85,00;26.35
401;17/11/2021 00:00;460,00;14.73;1086,00;85,00;23.65
401;17/11/2021 00:00;460,00;14.72;1109,00;85,00;20.7
401;17/11/2021 00:00;460,00;14.74;1069,00;85,00;26.43
401;17/11/2021 00:00;460,00;14.97;1116,00;85,00;25.69
401;17/11/2021 00:00;460,00;14.71;1101,00;85,00;26.59
401;17/11/2021 00:00;460,00;14.76;1069,00;85,00;27.98
401;17/11/2021 00:00;460,00;14.99;1067,00;85,00;26.73
401;17/11/2021 00:00;460,00;14.69;1295,00;85,00;22.74
401;17/11/2021 00:00;460,00;14.7;1289,00;85,00;23.38
401;17/11/2021 00:00;460,00;14.84;1229,00;85,00;28.02
401;17/11/2021 00:00;460,00;15.36;1281,00;85,00;16.75
401;17/11/2021 00:00;460,00;15.11;1270,00;85,00;29.16
401;17/11/2021 00:00;460,00;14.64;1260,00;85,00;28.1
401;17/11/2021 00:00;460,00;14.64;1253,00;85,00;23.9
401;17/11/2021 00:00;460,00;14.99;1294,00;85,00;23.1
401;17/11/2021 00:00;460,00;15.04;1288,00;85,00;28,00
401;17/11/2021 00:00;460,00;14.7;1268,00;85,00;30.12
401;17/11/2021 00:00;460,00;14.52;1251,00;85,00;27.85
401;17/11/2021 00:00;460,00;15.03;1296,00;84,00;24.51
401;17/11/2021 00:00;460,00;14.7;1273,00;84,00;29.24
401;17/11/2021 00:00;460,00;15.27;1303,00;84,00;25.35
401;17/11/2021 00:00;460,00;14.95;1294,00;84,00;33.85
401;17/11/2021 00:00;460,00;14.84;1304,00;84,00;26.78
401;17/11/2021 00:00;460,00;14.82;1271,00;84,00;29.41
401;17/11/2021 00:00;460,00;14.79;1251,00;84,00;27.11
401;17/11/2021 00:00;460,00;15.03;1270,00;84,00;26.26
401;17/11/2021 00:00;460,00;14.82;1261,00;84,00;27.71
401;17/11/2021 00:00;460,00;14.86;1278,00;84,00;27.14
401;17/11/2021 00:00;460,00;14.92;1275,00;84,00;26.64
401;17/11/2021 00:00;460,00;14.64;1248,00;84,00;27.9
401;17/11/2021 00:00;460,00;14.98;1282,00;84,00;27.73
401;17/11/2021 00:00;460,00;14.81;1271,00;84,00;31.21
401;17/11/2021 00:00;460,00;14.4;1261,00;84,00;35,00
401;17/11/2021 00:00;460,00;14.86;1298,00;84,00;27.22
401;17/11/2021 00:00;460,00;15.14;1295,00;84,00;32.55
401;17/11/2021 00:00;460,00;14.54;1262,00;84,00;35.1
401;17/11/2021 00:00;460,00;14.46;1249,00;84,00;32.9
401;17/11/2021 00:00;460,00;14.89;1283,00;84,00;29.06
401;17/11/2021 00:00;460,00;14.72;1279,00;84,00;29.61
401;17/11/2021 00:00;460,00;14.64;1271,00;84,00;29,00
401;17/11/2021 00:00;460,00;15.13;1303,00;84,00;25.05
401;17/11/2021 00:00;460,00;14.77;1262,00;84,00;34.83
401;17/11/2021 00:00;460,00;14.75;1243,00;84,00;30.05
401;17/11/2021 00:00;460,00;14.84;1261,00;84,00;30,00
401;17/11/2021 00:00;460,00;14.83;1299,00;84,00;29.48
401;17/11/2021 00:00;460,00;14.68;1298,00;83,00;31.14
401;17/11/2021 00:00;460,00;14.75;1259,00;83,00;31.52
401;17/11/2021 00:00;460,00;14.77;1236,00;83,00;32.44
401;17/11/2021 00:00;460,00;14.76;1239,00;83,00;31.29
401;17/11/2021 00:00;460,00;14.97;1268,00;83,00;30.76
401;17/11/2021 00:00;460,00;14.74;1270,00;82,00;30.35
401;17/11/2021 00:00;460,00;14.63;1248,00;82,00;30.2
401;17/11/2021 00:00;460,00;14.97;1265,00;82,00;29.83
401;17/11/2021 00:00;460,00;14.77;1273,00;83,00;31.38
401;17/11/2021 00:00;460,00;14.9;1284,00;83,00;30.82
401;17/11/2021 00:00;460,00;14.88;1284,00;83,00;30.01
401;17/11/2021 00:00;460,00;14.74;1284,00;84,00;30.91
401;17/11/2021 00:00;460,00;14.79;1235,00;84,00;35.37
401;17/11/2021 00:00;460,00;14.87;1262,00;84,00;32.64
401;17/11/2021 00:00;460,00;14.85;1260,00;84,00;32.18
401;17/11/2021 00:00;460,00;14.8;1281,00;83,00;29.7
401;17/11/2021 00:00;460,00;14.76;1265,00;82,00;33.92
401;17/11/2021 00:00;460,00;14.77;1262,00;81,00;29.88
401;17/11/2021 00:00;460,00;14.83;1263,00;80,00;28.81
401;17/11/2021 00:00;460,00;14.88;1263,00;79,00;29.81
401;17/11/2021 00:00;460,00;14.81;1262,00;78,00;29.57
401;17/11/2021 00:00;460,00;14.91;1283,00;77,00;29.13
401;17/11/2021 00:00;460,00;14.8;1320,00;76,00;27.5
401;17/11/2021 00:00;460,00;14.38;1467,00;75,00;31.01
401;17/11/2021 00:00;460,00;14.34;1675,00;74,00;30.98
401;17/11/2021 00:00;460,00;14.88;1799,00;73,00;26.06
401;20/11/2021 00:00;642,00;6.84;1898,00;95,00;42.05
401;20/11/2021 00:00;642,00;6.81;1877,00;95,00;42.1
401;20/11/2021 00:00;642,00;6.9;1919,00;95,00;40.14
401;20/11/2021 00:00;642,00;6.75;1915,00;94,00;42.41
401;20/11/2021 00:00;642,00;6.86;1911,00;94,00;43.24
401;20/11/2021 00:00;642,00;6.79;1909,00;94,00;44.2
401;20/11/2021 00:00;642,00;6.8;1938,00;93,00;40.72
401;20/11/2021 00:00;642,00;6.63;1877,00;93,00;48.97
401;20/11/2021 00:00;642,00;6.94;1942,00;93,00;42.87
401;20/11/2021 00:00;642,00;5.3;1895,00;92,00;44.57
401;20/11/2021 00:00;642,00;5.07;1894,00;92,00;36.14
401;20/11/2021 00:00;642,00;5.06;1918,00;92,00;35.54
401;20/11/2021 00:00;642,00;5.09;1912,00;90,00;36.34
401;20/11/2021 00:00;642,00;5.11;1903,00;90,00;35.97
401;20/11/2021 00:00;642,00;5.1;1898,00;90,00;35.76
401;20/11/2021 00:00;642,00;5.08;1931,00;89,00;39.63
401;20/11/2021 00:00;642,00;4.64;1889,00;89,00;42.08
401;20/11/2021 00:00;642,00;5.15;1991,00;92,00;30.03
401;20/11/2021 00:00;642,00;6.64;1882,00;92,00;44.99
401;20/11/2021 00:00;642,00;6.96;1921,00;91,00;41.71
401;20/11/2021 00:00;642,00;6.75;1900,00;91,00;45.05
401;20/11/2021 00:00;642,00;6.85;1901,00;90,00;44.19
401;20/11/2021 00:00;642,00;6.83;1913,00;90,00;42.3
401;20/11/2021 00:00;642,00;6.86;1883,00;90,00;42.35
401;20/11/2021 00:00;642,00;6.77;1898,00;89,00;42.48
401;20/11/2021 00:00;642,00;6.83;1903,00;89,00;43.2
401;20/11/2021 00:00;642,00;6.83;1917,00;89,00;42.26
401;20/11/2021 00:00;642,00;6.79;1889,00;89,00;44.24
401;20/11/2021 00:00;642,00;6.8;1901,00;88,00;44.36
401;20/11/2021 00:00;642,00;6.93;1900,00;88,00;41.96
401;20/11/2021 00:00;642,00;6.69;1899,00;88,00;48.9
401;20/11/2021 00:00;642,00;6.8;1904,00;87,00;43.29
401;20/11/2021 00:00;642,00;6.81;1899,00;87,00;45.82
401;20/11/2021 00:00;642,00;6.74;1866,00;87,00;42.66
401;20/11/2021 00:00;642,00;6.13;1926,00;86,00;46.87
401;20/11/2021 00:00;642,00;5.41;1795,00;86,00;50.61
401;20/11/2021 00:00;642,00;4.59;1904,00;85,00;35.88
401;20/11/2021 00:00;642,00;4.56;1922,00;85,00;34.05
401;20/11/2021 00:00;642,00;4.43;1923,00;85,00;34.37
401;20/11/2021 00:00;642,00;5.4;1933,00;90,00;18.52
401;20/11/2021 00:00;642,00;6.83;1880,00;90,00;39.58
401;20/11/2021 00:00;642,00;6.82;1906,00;89,00;39.43
401;20/11/2021 00:00;642,00;6.84;1913,00;89,00;41.12
401;20/11/2021 00:00;642,00;6.78;1892,00;89,00;40.23
401;20/11/2021 00:00;642,00;6.82;1909,00;89,00;40.09
401;20/11/2021 00:00;642,00;6.9;1905,00;88,00;39.47
401;20/11/2021 00:00;642,00;6.81;1902,00;88,00;40.76
401;20/11/2021 00:00;642,00;6.87;1891,00;88,00;40.98
401;20/11/2021 00:00;642,00;6.8;1884,00;88,00;39.89
401;20/11/2021 00:00;642,00;6.86;1900,00;88,00;40.67
401;20/11/2021 00:00;642,00;6.83;1917,00;87,00;41.54
401;20/11/2021 00:00;642,00;6.75;1919,00;87,00;39.27
401;20/11/2021 00:00;642,00;6.31;1834,00;87,00;47.44
401;20/11/2021 00:00;642,00;5.96;1905,00;87,00;37.45
401;20/11/2021 00:00;642,00;5.83;1895,00;86,00;38.29
401;20/11/2021 00:00;642,00;5.9;1912,00;86,00;36.85
401;20/11/2021 00:00;642,00;5.88;1948,00;86,00;38.57
401;20/11/2021 00:00;642,00;1.8;1774,00;86,00;67.4
401;20/11/2021 00:00;642,00;0.1;1895,00;85,00;22.13
401;20/11/2021 00:00;642,00;3.63;1956,00;85,00;14.02
401;20/11/2021 00:00;642,00;5.56;1995,00;85,00;18.25
401;20/11/2021 00:00;642,00;6.73;1938,00;85,00;38.89
401;20/11/2021 00:00;642,00;6.92;1936,00;85,00;40.31
401;20/11/2021 00:00;642,00;6.12;1922,00;85,00;51.35
401;20/11/2021 00:00;642,00;5.95;1920,00;85,00;37.38
401;20/11/2021 00:00;642,00;5.69;1917,00;85,00;41.05
401;20/11/2021 00:00;642,00;5.88;1883,00;85,00;38.15
401;20/11/2021 00:00;642,00;2.45;1860,00;94,00;28.3
401;20/11/2021 00:00;642,00;5.75;1849,00;94,00;36.34
401;20/11/2021 00:00;642,00;6.78;1895,00;94,00;42.04
401;20/11/2021 00:00;642,00;6.52;1807,00;94,00;44.34
401;20/11/2021 00:00;642,00;5.94;1922,00;94,00;43.7
401;20/11/2021 00:00;642,00;5.52;1894,00;94,00;43.01
401;20/11/2021 00:00;642,00;4.6;1896,00;94,00;35.23
401;20/11/2021 00:00;642,00;3.96;1922,00;94,00;33.63
401;20/11/2021 00:00;642,00;6.23;1898,00;88,00;37.52
401;20/11/2021 00:00;642,00;6.73;1905,00;88,00;43.31
401;20/11/2021 00:00;642,00;6.8;1894,00;88,00;42.74
401;20/11/2021 00:00;642,00;6.81;1908,00;88,00;43.35
401;20/11/2021 00:00;642,00;6.79;1925,00;88,00;41.84
401;20/11/2021 00:00;642,00;6.77;1910,00;88,00;44.12
401;20/11/2021 00:00;642,00;6.89;1905,00;88,00;43.45
401;20/11/2021 00:00;642,00;6.77;1906,00;88,00;44.57
401;20/11/2021 00:00;642,00;6.85;1901,00;88,00;43.02
401;20/11/2021 00:00;642,00;6.85;1901,00;88,00;43.92
401;20/11/2021 00:00;642,00;6.76;1910,00;88,00;45.36
401;20/11/2021 00:00;642,00;6.8;1906,00;88,00;43.8
401;20/11/2021 00:00;642,00;6.75;1896,00;88,00;45.28
401;20/11/2021 00:00;642,00;6.82;1892,00;88,00;42.46
401;20/11/2021 00:00;642,00;6.68;1887,00;88,00;47.25
401;20/11/2021 00:00;642,00;6.89;1908,00;88,00;42.96
401;20/11/2021 00:00;642,00;6.55;1902,00;88,00;49.86
401;20/11/2021 00:00;642,00;6.82;1906,00;88,00;43.48
401;20/11/2021 00:00;642,00;6.35;1921,00;88,00;45.02
401;20/11/2021 00:00;642,00;5.72;1904,00;88,00;42,00
401;20/11/2021 00:00;642,00;5.96;1921,00;88,00;38.45
401;20/11/2021 00:00;642,00;4.84;1886,00;88,00;47.27
401;20/11/2021 00:00;642,00;4.99;1900,00;88,00;43.5
401;20/11/2021 00:00;642,00;5.83;1911,00;88,00;38.65
401;20/11/2021 00:00;642,00;5.87;1895,00;88,00;41.71
401;20/11/2021 00:00;642,00;5.77;1892,00;88,00;40.82
401;20/11/2021 00:00;642,00;6.7;1898,00;88,00;40.41
401;20/11/2021 00:00;642,00;6.78;1918,00;88,00;43.03
401;20/11/2021 00:00;642,00;6.84;1917,00;88,00;44.76
401;20/11/2021 00:00;642,00;6.82;1908,00;88,00;44.81
401;20/11/2021 00:00;642,00;6.77;1906,00;88,00;44.28
401;20/11/2021 00:00;642,00;6.73;1899,00;88,00;46.46
401;20/11/2021 00:00;642,00;6.85;1900,00;88,00;44.98
401;20/11/2021 00:00;642,00;6.79;1880,00;88,00;47.19
401;20/11/2021 00:00;642,00;6.72;1898,00;88,00;46.31
401;20/11/2021 00:00;642,00;6.85;1920,00;88,00;42.7
401;20/11/2021 00:00;642,00;6.86;1903,00;88,00;44.42
401;20/11/2021 00:00;642,00;6.79;1889,00;88,00;46.21
401;20/11/2021 00:00;642,00;6.78;1905,00;88,00;45.38
401;20/11/2021 00:00;642,00;6.8;1898,00;88,00;46.27
401;20/11/2021 00:00;642,00;6.8;1910,00;88,00;46.07
401;20/11/2021 00:00;642,00;6.63;1895,00;88,00;46.06
401;20/11/2021 00:00;642,00;6.25;1901,00;99,00;38.52
401;20/11/2021 00:00;642,00;6.77;1910,00;99,00;46.93
401;20/11/2021 00:00;642,00;6.77;1873,00;100,00;48.4
401;20/11/2021 00:00;642,00;6.75;1913,00;99,00;46.63
401;20/11/2021 00:00;642,00;6.79;1887,00;100,00;48.36
401;20/11/2021 00:00;642,00;6.76;1904,00;99,00;46.02
401;20/11/2021 00:00;642,00;6.78;1918,00;99,00;45.75
401;20/11/2021 00:00;642,00;6.77;1916,00;99,00;47.22
401;20/11/2021 00:00;642,00;6.83;1888,00;99,00;48.07
401;20/11/2021 00:00;642,00;6.77;1916,00;99,00;46.72
401;20/11/2021 00:00;642,00;6.64;1914,00;99,00;50.95
401;20/11/2021 00:00;642,00;6.67;1889,00;99,00;48.31
401;20/11/2021 00:00;642,00;6.5;1924,00;99,00;49.49
401;20/11/2021 00:00;642,00;6.72;1919,00;99,00;45.99
401;20/11/2021 00:00;642,00;6.76;1887,00;99,00;47.91
401;20/11/2021 00:00;642,00;6.79;1919,00;99,00;46.98
401;20/11/2021 00:00;642,00;6.75;1904,00;99,00;47.06
401;20/11/2021 00:00;642,00;6.79;1895,00;99,00;47.42
401;20/11/2021 00:00;642,00;6.84;1907,00;99,00;45.26
401;20/11/2021 00:00;642,00;6.74;1898,00;99,00;45.62
401;20/11/2021 00:00;642,00;6.74;1887,00;98,00;49.77
401;20/11/2021 00:00;642,00;6.86;1925,00;98,00;44.71
401;20/11/2021 00:00;642,00;6.69;1909,00;98,00;47.5
401;20/11/2021 00:00;642,00;6.76;1877,00;98,00;48.56
401;20/11/2021 00:00;642,00;6.87;1896,00;97,00;46.4
401;20/11/2021 00:00;642,00;6.77;1930,00;96,00;47.48
401;20/11/2021 00:00;642,00;6.67;1873,00;95,00;50.9
401;20/11/2021 00:00;642,00;6.21;1931,00;95,00;49.48
401;20/11/2021 00:00;642,00;3.84;1888,00;95,00;57.66
401;20/11/2021 00:00;642,00;3.56;1939,00;95,00;45,00
401;20/11/2021 00:00;642,00;4.74;1872,00;96,00;47.85
401;20/11/2021 00:00;642,00;6.85;1898,00;99,00;40.18
401;20/11/2021 00:00;642,00;6.85;1900,00;99,00;42.6
401;20/11/2021 00:00;642,00;6.93;1898,00;99,00;41.42
401;20/11/2021 00:00;642,00;6.61;1878,00;99,00;46.79
401;20/11/2021 00:00;642,00;7,00;1899,00;99,00;41.59
401;20/11/2021 00:00;642,00;6.72;1905,00;99,00;43.62
401;20/11/2021 00:00;642,00;6.84;1910,00;99,00;41.18
401;20/11/2021 00:00;642,00;6.84;1899,00;99,00;41.94
401;20/11/2021 00:00;642,00;6.88;1911,00;99,00;41.45
401;20/11/2021 00:00;642,00;6.83;1890,00;99,00;42,00
401;20/11/2021 00:00;642,00;6.9;1890,00;99,00;42.61
401;20/11/2021 00:00;642,00;6.88;1915,00;99,00;40.64
401;20/11/2021 00:00;642,00;6.79;1914,00;99,00;43.02
401;20/11/2021 00:00;642,00;6.87;1889,00;99,00;43.56
401;20/11/2021 00:00;642,00;6.8;1900,00;99,00;41.01
401;20/11/2021 00:00;642,00;6.82;1900,00;99,00;44.99
401;20/11/2021 00:00;642,00;6.88;1909,00;99,00;41.16
401;20/11/2021 00:00;642,00;6.83;1905,00;99,00;42.19
401;20/11/2021 00:00;642,00;6.83;1928,00;99,00;41.37
401;20/11/2021 00:00;642,00;6.82;1906,00;99,00;43.09
401;20/11/2021 00:00;642,00;6.79;1890,00;99,00;41.52
401;20/11/2021 00:00;642,00;6.87;1890,00;99,00;43.69
401;20/11/2021 00:00;642,00;6.79;1888,00;99,00;42.13
401;20/11/2021 00:00;642,00;6.78;1891,00;99,00;46.14
401;20/11/2021 00:00;642,00;6.79;1911,00;99,00;41.51
401;20/11/2021 00:00;642,00;6.85;1907,00;99,00;42.22
401;20/11/2021 00:00;642,00;6.78;1879,00;99,00;41.14
401;20/11/2021 00:00;642,00;6.8;1884,00;99,00;42.48
401;20/11/2021 00:00;642,00;6.8;1903,00;99,00;40.91
401;20/11/2021 00:00;642,00;6.85;1919,00;99,00;40.64
401;20/11/2021 00:00;642,00;6.81;1901,00;99,00;41.75
401;20/11/2021 00:00;642,00;6.81;1898,00;99,00;41.35
401;20/11/2021 00:00;642,00;6.84;1899,00;99,00;42.3
401;20/11/2021 00:00;642,00;6.82;1908,00;99,00;40.25
401;20/11/2021 00:00;642,00;6.82;1889,00;99,00;42.4
401;20/11/2021 00:00;642,00;6.87;1913,00;99,00;41.7
401;20/11/2021 00:00;642,00;6.83;1893,00;99,00;41.4
401;20/11/2021 00:00;642,00;6.73;1914,00;99,00;41.72
401;20/11/2021 00:00;642,00;6.89;1921,00;99,00;41.68
401;20/11/2021 00:00;642,00;6.77;1907,00;99,00;41.5
401;20/11/2021 00:00;642,00;6.81;1882,00;99,00;43.48
401;20/11/2021 00:00;642,00;6.86;1873,00;99,00;43.96
401;20/11/2021 00:00;642,00;6.89;1922,00;99,00;40.37
401;20/11/2021 00:00;642,00;6.51;1900,00;99,00;47.12
401;20/11/2021 00:00;642,00;7.1;1907,00;99,00;40.27
401;20/11/2021 00:00;642,00;6.68;1900,00;99,00;44.56
401;20/11/2021 00:00;642,00;6.92;1912,00;99,00;39.78
401;20/11/2021 00:00;642,00;6.79;1888,00;99,00;41.94
401;20/11/2021 00:00;642,00;6.84;1907,00;99,00;42.12
401;20/11/2021 00:00;642,00;6.86;1923,00;99,00;40.67
401;20/11/2021 00:00;642,00;6.74;1884,00;99,00;45.08
401;20/11/2021 00:00;642,00;6.99;1914,00;99,00;39.89
401;20/11/2021 00:00;642,00;6.75;1895,00;99,00;42.38
401;20/11/2021 00:00;642,00;6.88;1905,00;99,00;40.62
401;20/11/2021 00:00;642,00;6.84;1910,00;99,00;41.2
401;20/11/2021 00:00;642,00;6.86;1899,00;99,00;40.82
401;20/11/2021 00:00;642,00;6.83;1890,00;99,00;41.08
401;20/11/2021 00:00;642,00;6.86;1936,00;99,00;41.7
401;20/11/2021 00:00;642,00;6.83;1932,00;99,00;42.06
401;20/11/2021 00:00;642,00;6.76;1901,00;99,00;42.71
401;20/11/2021 00:00;642,00;6.94;1920,00;99,00;40.99
401;20/11/2021 00:00;642,00;6.84;1913,00;99,00;41.05
401;20/11/2021 00:00;642,00;6.74;1887,00;99,00;41.44
401;20/11/2021 00:00;642,00;6.86;1906,00;99,00;42.53
401;20/11/2021 00:00;642,00;6.9;1894,00;98,00;41.54
401;20/11/2021 00:00;642,00;6.74;1865,00;98,00;44.76
401;20/11/2021 00:00;642,00;6.76;1938,00;98,00;41.88
401;20/11/2021 00:00;642,00;6.84;1907,00;98,00;42.29
401;20/11/2021 00:00;642,00;6.82;1879,00;98,00;43.37
401;20/11/2021 00:00;642,00;6.86;1897,00;98,00;41.49
401;20/11/2021 00:00;642,00;6.5;1878,00;98,00;48.04
401;20/11/2021 00:00;642,00;6.86;1898,00;97,00;41.82
401;20/11/2021 00:00;642,00;6.74;1904,00;97,00;47.02
401;20/11/2021 00:00;642,00;6.82;1894,00;97,00;40.73
401;20/11/2021 00:00;642,00;6.83;1927,00;97,00;42.78
401;20/11/2021 00:00;642,00;6.79;1900,00;97,00;43.47
401;20/11/2021 00:00;642,00;6.78;1898,00;97,00;43.42
401;20/11/2021 00:00;642,00;6.77;1891,00;96,00;42.08
401;20/11/2021 00:00;642,00;6.8;1916,00;96,00;42.84
401;20/11/2021 00:00;642,00;6.76;1905,00;95,00;43.7
401;20/11/2021 00:00;642,00;6.87;1884,00;95,00;42.58
401;20/11/2021 00:00;642,00;6.81;1896,00;95,00;41.89
401;20/11/2021 00:00;642,00;6.84;1909,00;95,00;41.91
401;20/11/2021 00:00;642,00;6.81;1907,00;94,00;43.85
401;20/11/2021 00:00;642,00;6.77;1904,00;94,00;43.34
401;20/11/2021 00:00;642,00;6.75;1899,00;94,00;43.31
401;20/11/2021 00:00;642,00;6.8;1906,00;93,00;42.44
401;20/11/2021 00:00;642,00;6.77;1904,00;93,00;43.53
401;20/11/2021 00:00;642,00;6.48;1851,00;99,00;42.97
