cd_talhao;dt_hr_local_inicial;cd_equipamento;vl_velocidade;vl_rpm;vl_temperatura_motor;vl_consumo_instantaneo
401;25/11/2021 00:00;460,00;6.46;1816,00;95,00;42.25
401;25/11/2021 00:00;460,00;6.45;1804,00;95,00;41.98
401;25/11/2021 00:00;460,00;6.47;1810,00;95,00;43.47
401;25/11/2021 00:00;460,00;6.48;1833,00;94,00;40.92
401;25/11/2021 00:00;460,00;6.4;1808,00;94,00;47.3
401;25/11/2021 00:00;460,00;6.58;1815,00;93,00;42.88
401;25/11/2021 00:00;460,00;6.52;1851,00;93,00;41.03
401;25/11/2021 00:00;460,00;6.32;1802,00;92,00;45.77
401;25/11/2021 00:00;460,00;6.53;1801,00;92,00;44.1
401;25/11/2021 00:00;460,00;6.19;1762,00;91,00;46.48
401;25/11/2021 00:00;460,00;5.69;1823,00;91,00;41.53
401;25/11/2021 00:00;460,00;5.57;1828,00;91,00;41.4
401;25/11/2021 00:00;460,00;5.66;1801,00;91,00;41.74
401;25/11/2021 00:00;460,00;4.21;1528,00;90,00;37.75
401;25/11/2021 00:00;460,00;1.68;1730,00;96,00;19.85
401;25/11/2021 00:00;460,00;6.12;1764,00;96,00;36.57
401;25/11/2021 00:00;460,00;6.34;1789,00;95,00;41.14
401;25/11/2021 00:00;460,00;6.26;1772,00;95,00;43.59
401;25/11/2021 00:00;460,00;6.31;1752,00;95,00;44.83
401;25/11/2021 00:00;460,00;6.32;1770,00;95,00;43.91
401;25/11/2021 00:00;460,00;6.09;1844,00;94,00;44.72
401;25/11/2021 00:00;460,00;5.54;1839,00;94,00;44.8
401;25/11/2021 00:00;460,00;5.44;1726,00;94,00;41.03
401;25/11/2021 00:00;460,00;5.25;1715,00;94,00;37.54
401;25/11/2021 00:00;460,00;5.18;1690,00;94,00;40.26
401;25/11/2021 00:00;460,00;4.96;1743,00;94,00;36.68
401;25/11/2021 00:00;460,00;5.8;1798,00;101,00;48.95
401;25/11/2021 00:00;460,00;6.54;1812,00;101,00;48.5
401;25/11/2021 00:00;460,00;6.5;1834,00;101,00;48.69
401;25/11/2021 00:00;460,00;6.44;1815,00;101,00;52.39
401;25/11/2021 00:00;460,00;6.53;1835,00;101,00;52.3
401;25/11/2021 00:00;460,00;6.49;1827,00;101,00;52.16
401;25/11/2021 00:00;460,00;6.49;1816,00;101,00;52.37
401;25/11/2021 00:00;460,00;6.51;1830,00;101,00;50.94
401;25/11/2021 00:00;460,00;6.55;1851,00;101,00;51.25
401;25/11/2021 00:00;460,00;6.48;1838,00;101,00;49.18
401;25/11/2021 00:00;460,00;6.48;1826,00;101,00;51.97
401;25/11/2021 00:00;460,00;6.53;1819,00;101,00;50.61
401;25/11/2021 00:00;460,00;6.57;1852,00;101,00;49.9
401;25/11/2021 00:00;460,00;6.44;1819,00;101,00;52.18
401;25/11/2021 00:00;460,00;6.6;1846,00;101,00;49.56
401;25/11/2021 00:00;460,00;6.49;1824,00;101,00;52.24
401;25/11/2021 00:00;460,00;6.53;1832,00;101,00;50,00
401;25/11/2021 00:00;460,00;6.49;1814,00;101,00;50.67
401;25/11/2021 00:00;460,00;6.54;1830,00;101,00;51.11
401;25/11/2021 00:00;460,00;6.51;1849,00;101,00;50,00
401;25/11/2021 00:00;460,00;6.55;1821,00;101,00;50.66
401;25/11/2021 00:00;460,00;6.49;1822,00;101,00;51.85
401;25/11/2021 00:00;460,00;6.48;1824,00;101,00;52.81
401;25/11/2021 00:00;460,00;6.52;1837,00;101,00;50.12
401;25/11/2021 00:00;460,00;6.52;1843,00;101,00;48.66
401;25/11/2021 00:00;460,00;6.43;1841,00;101,00;52.57
401;25/11/2021 00:00;460,00;6.48;1810,00;101,00;51.55
401;25/11/2021 00:00;460,00;6.51;1835,00;101,00;51.65
401;25/11/2021 00:00;460,00;6.34;1813,00;101,00;55.67
401;25/11/2021 00:00;460,00;6.54;1817,00;101,00;53.18
401;25/11/2021 00:00;460,00;6.5;1841,00;101,00;49.76
401;25/11/2021 00:00;460,00;6.37;1830,00;101,00;53.85
401;25/11/2021 00:00;460,00;6.56;1844,00;101,00;50.18
401;25/11/2021 00:00;460,00;6.55;1839,00;101,00;49.86
401;25/11/2021 00:00;460,00;6.54;1840,00;101,00;50.61
401;25/11/2021 00:00;460,00;6.49;1839,00;101,00;52.82
401;25/11/2021 00:00;460,00;6.47;1818,00;101,00;53.33
401;25/11/2021 00:00;460,00;6.55;1838,00;101,00;52.06
401;25/11/2021 00:00;460,00;6.5;1817,00;100,00;52.82
401;25/11/2021 00:00;460,00;6.55;1825,00;100,00;52.24
401;25/11/2021 00:00;460,00;6.48;1825,00;101,00;53.71
401;25/11/2021 00:00;460,00;6.53;1829,00;101,00;51.71
401;25/11/2021 00:00;460,00;6.51;1830,00;101,00;51.58
401;25/11/2021 00:00;460,00;6.54;1817,00;101,00;51.75
401;25/11/2021 00:00;460,00;6.5;1828,00;101,00;52.94
401;25/11/2021 00:00;460,00;6.5;1850,00;101,00;52.11
401;25/11/2021 00:00;460,00;6.5;1834,00;101,00;49.84
401;25/11/2021 00:00;460,00;6.51;1836,00;101,00;52.68
401;25/11/2021 00:00;460,00;6.47;1823,00;101,00;52.14
401;25/11/2021 00:00;460,00;6.53;1829,00;101,00;51.22
401;25/11/2021 00:00;460,00;6.49;1829,00;101,00;50.85
401;25/11/2021 00:00;460,00;6.5;1828,00;101,00;51.86
401;25/11/2021 00:00;460,00;6.55;1845,00;101,00;49.57
401;25/11/2021 00:00;460,00;6.47;1833,00;101,00;53.7
401;25/11/2021 00:00;460,00;6.51;1815,00;101,00;50.67
401;25/11/2021 00:00;460,00;6.48;1826,00;101,00;51.34
401;25/11/2021 00:00;460,00;6.48;1842,00;101,00;52.22
401;25/11/2021 00:00;460,00;6.51;1844,00;101,00;52.46
401;25/11/2021 00:00;460,00;6.43;1846,00;101,00;53.7
401;25/11/2021 00:00;460,00;6.4;1827,00;101,00;54.7
401;25/11/2021 00:00;460,00;6.49;1852,00;101,00;52.33
401;25/11/2021 00:00;460,00;6.46;1831,00;101,00;54.31
401;25/11/2021 00:00;460,00;6.47;1856,00;101,00;52.57
401;25/11/2021 00:00;460,00;6.47;1839,00;101,00;52.62
401;25/11/2021 00:00;460,00;6.42;1810,00;101,00;54.57
401;25/11/2021 00:00;460,00;6.12;1804,00;101,00;52.18
401;25/11/2021 00:00;460,00;6.39;1842,00;101,00;53.62
401;25/11/2021 00:00;460,00;6.54;1812,00;101,00;52.92
401;25/11/2021 00:00;460,00;6.34;1820,00;101,00;54.76
401;25/11/2021 00:00;460,00;6.53;1836,00;101,00;54.1
401;25/11/2021 00:00;460,00;6.48;1850,00;101,00;54.2
401;25/11/2021 00:00;460,00;6.5;1828,00;101,00;52.54
401;25/11/2021 00:00;460,00;6.52;1839,00;101,00;53.02
401;25/11/2021 00:00;460,00;6.52;1840,00;101,00;54.79
401;25/11/2021 00:00;460,00;6.55;1838,00;101,00;51.19
401;25/11/2021 00:00;460,00;6.53;1824,00;101,00;51.85
401;25/11/2021 00:00;460,00;6.59;1823,00;101,00;50.31
401;25/11/2021 00:00;460,00;6.49;1841,00;101,00;50.35
401;25/11/2021 00:00;460,00;6.51;1833,00;101,00;53.09
401;25/11/2021 00:00;460,00;6.59;1859,00;101,00;52.75
401;25/11/2021 00:00;460,00;6.48;1838,00;101,00;52.25
401;25/11/2021 00:00;460,00;6.52;1847,00;101,00;51.19
401;25/11/2021 00:00;460,00;6.52;1844,00;101,00;53.08
401;25/11/2021 00:00;460,00;6.54;1851,00;101,00;53.77
401;25/11/2021 00:00;460,00;6.47;1814,00;101,00;54.48
401;25/11/2021 00:00;460,00;6.53;1845,00;101,00;53.12
401;25/11/2021 00:00;460,00;6.54;1846,00;101,00;52.3
401;25/11/2021 00:00;460,00;6.47;1830,00;101,00;53.83
401;25/11/2021 00:00;460,00;6.51;1805,00;101,00;51.87
401;25/11/2021 00:00;460,00;6.48;1830,00;101,00;52.02
401;25/11/2021 00:00;460,00;6.45;1824,00;101,00;52.78
401;25/11/2021 00:00;460,00;6.53;1840,00;101,00;52.44
401;25/11/2021 00:00;460,00;6.51;1809,00;101,00;51.02
401;25/11/2021 00:00;460,00;6.48;1833,00;101,00;52.2
401;25/11/2021 00:00;460,00;6.57;1835,00;101,00;50.29
401;25/11/2021 00:00;460,00;6.45;1811,00;101,00;53.71
401;25/11/2021 00:00;460,00;6.53;1818,00;101,00;51.71
401;25/11/2021 00:00;460,00;6.47;1836,00;101,00;52.46
401;25/11/2021 00:00;460,00;6.45;1831,00;101,00;53.08
401;25/11/2021 00:00;460,00;6.48;1841,00;101,00;53.12
401;25/11/2021 00:00;460,00;6.43;1834,00;101,00;53.76
401;25/11/2021 00:00;460,00;6.52;1838,00;101,00;50.94
401;25/11/2021 00:00;460,00;6.53;1828,00;101,00;51.13
401;25/11/2021 00:00;460,00;6.48;1818,00;101,00;51.81
401;25/11/2021 00:00;460,00;6.55;1849,00;101,00;52.38
401;25/11/2021 00:00;460,00;6.43;1818,00;101,00;52.52
401;25/11/2021 00:00;460,00;6.44;1816,00;101,00;54.6
401;25/11/2021 00:00;460,00;6.47;1829,00;101,00;52.64
401;25/11/2021 00:00;460,00;6.44;1830,00;101,00;54.1
401;25/11/2021 00:00;460,00;6.43;1839,00;100,00;54.9
401;25/11/2021 00:00;460,00;6.49;1824,00;100,00;54.45
401;25/11/2021 00:00;460,00;6.48;1836,00;100,00;53.68
401;25/11/2021 00:00;460,00;6.47;1833,00;100,00;55.6
401;25/11/2021 00:00;460,00;6.55;1827,00;100,00;52.92
401;25/11/2021 00:00;460,00;6.49;1817,00;100,00;53.56
401;25/11/2021 00:00;460,00;6.52;1840,00;101,00;52.23
401;25/11/2021 00:00;460,00;6.5;1817,00;101,00;52.76
401;25/11/2021 00:00;460,00;6.51;1855,00;100,00;52.98
401;25/11/2021 00:00;460,00;6.44;1853,00;100,00;53.17
401;25/11/2021 00:00;460,00;5.4;1843,00;99,00;51.77
401;25/11/2021 00:00;460,00;5.03;1812,00;99,00;50.61
401;25/11/2021 00:00;460,00;5.57;1814,00;99,00;46.14
401;25/11/2021 00:00;460,00;5.12;1817,00;99,00;51.27
401;25/11/2021 00:00;460,00;5.43;1833,00;98,00;47.84
401;25/11/2021 00:00;460,00;5.35;1831,00;98,00;48.59
401;25/11/2021 00:00;460,00;5.02;1761,00;98,00;53.37
401;25/11/2021 00:00;460,00;2.87;1807,00;98,00;46.13
401;25/11/2021 00:00;460,00;4.44;1424,00;100,00;38,00
401;25/11/2021 00:00;460,00;5.31;1563,00;100,00;44.29
401;25/11/2021 00:00;460,00;5.47;1515,00;100,00;43.65
401;25/11/2021 00:00;460,00;6.45;1842,00;100,00;47.16
401;25/11/2021 00:00;460,00;6.4;1855,00;100,00;55.18
401;25/11/2021 00:00;460,00;6.6;1853,00;100,00;52.26
401;25/11/2021 00:00;460,00;5.96;1834,00;100,00;57.91
401;25/11/2021 00:00;460,00;6.61;1842,00;100,00;53.95
401;25/11/2021 00:00;460,00;6.59;1851,00;100,00;51.95
401;25/11/2021 00:00;460,00;6.58;1860,00;100,00;52.81
401;25/11/2021 00:00;460,00;6.56;1885,00;100,00;53.78
401;25/11/2021 00:00;460,00;6.55;1840,00;100,00;53.12
401;25/11/2021 00:00;460,00;6.56;1871,00;100,00;52.83
401;25/11/2021 00:00;460,00;6.54;1846,00;100,00;53.66
401;25/11/2021 00:00;460,00;6.61;1866,00;100,00;51.9
401;25/11/2021 00:00;460,00;6.55;1875,00;100,00;53.93
401;25/11/2021 00:00;460,00;6.55;1863,00;100,00;54.49
401;25/11/2021 00:00;460,00;6.55;1854,00;100,00;54.12
401;25/11/2021 00:00;460,00;6.58;1855,00;100,00;54.76
401;25/11/2021 00:00;460,00;6.59;1854,00;100,00;55.74
401;25/11/2021 00:00;460,00;6.61;1860,00;100,00;53.28
401;25/11/2021 00:00;460,00;6.53;1838,00;100,00;55.26
401;25/11/2021 00:00;460,00;6.64;1855,00;100,00;54.22
401;25/11/2021 00:00;460,00;6.59;1860,00;100,00;52.71
401;25/11/2021 00:00;460,00;6.12;1855,00;100,00;56.49
401;25/11/2021 00:00;460,00;6.61;1849,00;100,00;53.6
401;25/11/2021 00:00;460,00;6.57;1848,00;100,00;52.84
401;25/11/2021 00:00;460,00;6.61;1854,00;100,00;51.52
401;25/11/2021 00:00;460,00;6.56;1867,00;100,00;54.34
401;25/11/2021 00:00;460,00;6.48;1875,00;100,00;54.34
401;25/11/2021 00:00;460,00;5.9;1837,00;100,00;59.15
401;25/11/2021 00:00;460,00;6.63;1868,00;100,00;51.68
401;25/11/2021 00:00;460,00;6.54;1869,00;100,00;55.09
401;25/11/2021 00:00;460,00;6.63;1854,00;100,00;52.7
401;25/11/2021 00:00;460,00;6.52;1869,00;100,00;53.21
401;25/11/2021 00:00;460,00;6.62;1870,00;100,00;51.2
401;25/11/2021 00:00;460,00;6.55;1836,00;100,00;52.26
401;25/11/2021 00:00;460,00;6.29;1855,00;100,00;55.08
401;25/11/2021 00:00;460,00;6.55;1839,00;100,00;50.79
401;25/11/2021 00:00;460,00;6.53;1851,00;100,00;53.98
401;25/11/2021 00:00;460,00;6.55;1857,00;100,00;51.48
401;25/11/2021 00:00;460,00;6.63;1847,00;100,00;50.55
401;25/11/2021 00:00;460,00;6.63;1845,00;100,00;52.81
401;25/11/2021 00:00;460,00;6.58;1840,00;100,00;54.83
401;25/11/2021 00:00;460,00;6.58;1857,00;100,00;52.5
401;25/11/2021 00:00;460,00;6.48;1847,00;100,00;54.53
401;25/11/2021 00:00;460,00;6.56;1846,00;100,00;53.6
401;25/11/2021 00:00;460,00;6.61;1868,00;100,00;50.2
401;25/11/2021 00:00;460,00;6.52;1858,00;100,00;52.42
401;25/11/2021 00:00;460,00;6.66;1855,00;100,00;48.47
401;25/11/2021 00:00;460,00;6.58;1858,00;100,00;50.31
401;25/11/2021 00:00;460,00;6.6;1861,00;100,00;51.15
401;25/11/2021 00:00;460,00;6.64;1863,00;100,00;50.36
401;25/11/2021 00:00;460,00;6.42;1857,00;100,00;51.18
401;25/11/2021 00:00;460,00;6.51;1843,00;100,00;50.96
401;25/11/2021 00:00;460,00;6.63;1840,00;100,00;51.07
401;25/11/2021 00:00;460,00;6.58;1848,00;100,00;50.11
401;25/11/2021 00:00;460,00;6.59;1876,00;100,00;51.22
401;25/11/2021 00:00;460,00;6.56;1863,00;100,00;52.99
401;25/11/2021 00:00;460,00;6.53;1858,00;100,00;53.87
401;25/11/2021 00:00;460,00;6.59;1852,00;100,00;52.27
401;25/11/2021 00:00;460,00;6.59;1864,00;100,00;53.02
401;25/11/2021 00:00;460,00;6.32;1870,00;100,00;51.09
401;25/11/2021 00:00;460,00;5.75;1843,00;100,00;55.8
401;25/11/2021 00:00;460,00;6.54;1839,00;100,00;52.52
401;25/11/2021 00:00;460,00;6.48;1868,00;100,00;52.51
401;25/11/2021 00:00;460,00;6.55;1855,00;100,00;50.78
401;25/11/2021 00:00;460,00;6.58;1858,00;100,00;50.56
401;25/11/2021 00:00;460,00;6.64;1859,00;100,00;49.76
401;25/11/2021 00:00;460,00;6.68;1870,00;100,00;48.93
401;25/11/2021 00:00;460,00;6.55;1852,00;100,00;51.96
401;25/11/2021 00:00;460,00;6.63;1851,00;100,00;50.7
401;25/11/2021 00:00;460,00;6.57;1855,00;100,00;50.02
401;25/11/2021 00:00;460,00;6.61;1861,00;100,00;50.5
401;25/11/2021 00:00;460,00;6.56;1857,00;100,00;51.8
401;25/11/2021 00:00;460,00;6.54;1856,00;100,00;51.46
401;25/11/2021 00:00;460,00;6.6;1870,00;100,00;50.56
401;25/11/2021 00:00;460,00;6.24;1850,00;100,00;54.24
401;25/11/2021 00:00;460,00;5.9;1820,00;100,00;55.75
401;25/11/2021 00:00;460,00;6.13;1863,00;100,00;53,00
401;25/11/2021 00:00;460,00;6.52;1846,00;100,00;50.84
401;25/11/2021 00:00;460,00;6.54;1851,00;100,00;51.26
401;25/11/2021 00:00;460,00;6.32;1854,00;100,00;51.34
401;25/11/2021 00:00;460,00;5.87;1853,00;100,00;53.58
401;25/11/2021 00:00;460,00;5.85;1852,00;100,00;54.65
401;25/11/2021 00:00;460,00;5.69;1856,00;100,00;55.62
401;25/11/2021 00:00;460,00;5.88;1860,00;100,00;53.65
401;25/11/2021 00:00;460,00;5.58;1854,00;100,00;55.99
401;25/11/2021 00:00;460,00;5.48;1835,00;100,00;56.5
401;25/11/2021 00:00;460,00;6.02;1874,00;100,00;54.92
401;25/11/2021 00:00;460,00;6.13;1842,00;100,00;56.27
401;25/11/2021 00:00;460,00;6.61;1856,00;100,00;51.09
401;25/11/2021 00:00;460,00;6.53;1852,00;100,00;51.19
401;25/11/2021 00:00;460,00;6.56;1862,00;100,00;50.51
401;25/11/2021 00:00;460,00;6.61;1858,00;100,00;50.98
401;25/11/2021 00:00;460,00;6.39;1850,00;100,00;51.35
401;25/11/2021 00:00;460,00;6.44;1847,00;100,00;50.55
401;25/11/2021 00:00;460,00;6.62;1859,00;99,00;49.82
401;25/11/2021 00:00;460,00;6.58;1857,00;99,00;48.44
401;25/11/2021 00:00;460,00;6.48;1852,00;99,00;51.83
401;25/11/2021 00:00;460,00;6.62;1851,00;99,00;49.98
401;25/11/2021 00:00;460,00;6.57;1866,00;99,00;49.18
401;25/11/2021 00:00;460,00;6.6;1858,00;99,00;49.1
401;25/11/2021 00:00;460,00;6.68;1873,00;99,00;47.55
401;25/11/2021 00:00;460,00;6.5;1836,00;99,00;49.07
401;25/11/2021 00:00;460,00;6.65;1855,00;100,00;47.74
401;25/11/2021 00:00;460,00;6.61;1843,00;100,00;49.73
401;25/11/2021 00:00;460,00;6.57;1848,00;100,00;50.24
401;25/11/2021 00:00;460,00;6.63;1863,00;100,00;47.6
401;25/11/2021 00:00;460,00;6.58;1856,00;100,00;50.51
401;25/11/2021 00:00;460,00;6.68;1876,00;100,00;48,00
401;25/11/2021 00:00;460,00;6.52;1858,00;100,00;52.07
401;25/11/2021 00:00;460,00;6.58;1839,00;100,00;52.54
401;25/11/2021 00:00;460,00;6.58;1847,00;100,00;50.44
401;25/11/2021 00:00;460,00;6.59;1850,00;100,00;50.62
401;25/11/2021 00:00;460,00;6.63;1846,00;99,00;49.47
401;25/11/2021 00:00;460,00;6.58;1853,00;99,00;51.44
401;25/11/2021 00:00;460,00;6.6;1837,00;99,00;50.51
401;25/11/2021 00:00;460,00;6.62;1869,00;99,00;49.14
401;25/11/2021 00:00;460,00;6.55;1871,00;99,00;49.95
401;25/11/2021 00:00;460,00;6.62;1847,00;99,00;48.87
401;25/11/2021 00:00;460,00;6.54;1849,00;99,00;48.57
401;25/11/2021 00:00;460,00;6.57;1858,00;99,00;49.26
401;25/11/2021 00:00;460,00;6.52;1853,00;99,00;52.45
401;25/11/2021 00:00;460,00;6.34;1845,00;99,00;52.43
401;25/11/2021 00:00;460,00;6.3;1823,00;100,00;50.87
401;25/11/2021 00:00;460,00;4.12;1778,00;99,00;67.09
401;25/11/2021 00:00;460,00;5.73;1909,00;99,00;53.6
401;25/11/2021 00:00;460,00;5.96;1850,00;99,00;56.27
401;25/11/2021 00:00;460,00;6.16;1845,00;99,00;51.6
401;25/11/2021 00:00;460,00;5.52;1842,00;99,00;55.8
401;25/11/2021 00:00;460,00;6.25;1861,00;99,00;50.48
401;25/11/2021 00:00;460,00;5.91;1842,00;99,00;53.75
401;25/11/2021 00:00;460,00;5.76;1844,00;99,00;54.35
401;25/11/2021 00:00;460,00;5.96;1855,00;99,00;52.42
401;25/11/2021 00:00;460,00;6.37;1859,00;99,00;51.01
401;25/11/2021 00:00;460,00;6.57;1863,00;99,00;51.44
401;25/11/2021 00:00;460,00;6.55;1898,00;99,00;47.76
401;25/11/2021 00:00;460,00;5.13;1838,00;99,00;63.57
401;25/11/2021 00:00;460,00;6.17;1844,00;99,00;52.62
401;25/11/2021 00:00;460,00;6.52;1864,00;99,00;49.15
401;25/11/2021 00:00;460,00;6.58;1847,00;99,00;51.87
401;25/11/2021 00:00;460,00;6.68;1850,00;99,00;50.73
401;25/11/2021 00:00;460,00;6.62;1859,00;99,00;49.49
401;25/11/2021 00:00;460,00;6.55;1851,00;99,00;52.01
401;25/11/2021 00:00;460,00;6.48;1848,00;99,00;51.08
401;25/11/2021 00:00;460,00;6.34;1842,00;99,00;52.16
401;25/11/2021 00:00;460,00;6.5;1853,00;98,00;52.46
401;25/11/2021 00:00;460,00;6.54;1852,00;98,00;52.48
401;25/11/2021 00:00;460,00;6.55;1848,00;98,00;51.12
401;25/11/2021 00:00;460,00;6.35;1856,00;98,00;53.15
401;25/11/2021 00:00;460,00;6.29;1859,00;98,00;53.68
401;25/11/2021 00:00;460,00;6.58;1850,00;98,00;51.93
401;25/11/2021 00:00;460,00;6.54;1855,00;97,00;52.72
401;25/11/2021 00:00;460,00;6.46;1856,00;97,00;52.89
401;25/11/2021 00:00;460,00;6.28;1860,00;97,00;56.87
401;25/11/2021 00:00;460,00;6.52;1888,00;97,00;48.07
401;25/11/2021 00:00;460,00;5.42;1877,00;97,00;58.95
401;25/11/2021 00:00;460,00;6.51;1854,00;97,00;50.69
401;25/11/2021 00:00;460,00;6.29;1861,00;96,00;53.67
401;25/11/2021 00:00;460,00;5.6;1847,00;96,00;58.01
401;25/11/2021 00:00;460,00;6.45;1829,00;96,00;55.55
401;25/11/2021 00:00;460,00;6.54;1845,00;96,00;51.22
401;25/11/2021 00:00;460,00;6.55;1840,00;95,00;51.78
401;25/11/2021 00:00;460,00;6.62;1851,00;95,00;50.94
401;25/11/2021 00:00;460,00;6.56;1850,00;95,00;54.03
401;25/11/2021 00:00;460,00;6.54;1845,00;95,00;54.62
401;25/11/2021 00:00;460,00;6.17;1842,00;94,00;56.5
401;25/11/2021 00:00;460,00;6.15;1873,00;94,00;56.26
401;25/11/2021 00:00;460,00;5.96;1896,00;94,00;54.45
401;25/11/2021 00:00;460,00;4.62;1820,00;93,00;66.71
401;25/11/2021 00:00;460,00;6.13;1889,00;93,00;55.36
401;25/11/2021 00:00;460,00;6.56;1853,00;93,00;54.3
401;25/11/2021 00:00;460,00;6.59;1884,00;92,00;54.32
401;25/11/2021 00:00;460,00;6.63;1874,00;92,00;52.44
401;25/11/2021 00:00;460,00;6.47;1864,00;92,00;56.39
401;25/11/2021 00:00;460,00;6.58;1861,00;91,00;55.16
401;25/11/2021 00:00;460,00;6.57;1885,00;91,00;53.33
401;25/11/2021 00:00;460,00;5.97;1849,00;91,00;61.43
401;25/11/2021 00:00;460,00;6.43;1792,00;90,00;57.21
401;25/11/2021 00:00;460,00;4.75;1746,00;90,00;65.94
401;25/11/2021 00:00;460,00;6.43;1864,00;89,00;54.24
401;25/11/2021 00:00;460,00;6.21;1877,00;89,00;57.39
401;25/11/2021 00:00;460,00;6.54;1863,00;88,00;53.95
401;25/11/2021 00:00;460,00;6.61;1862,00;88,00;53.22
401;25/11/2021 00:00;460,00;6.6;1837,00;88,00;54.7
401;25/11/2021 00:00;460,00;6.62;1797,00;87,00;53.95
401;25/11/2021 00:00;460,00;6.39;1796,00;87,00;51.6
401;25/11/2021 00:00;460,00;6.44;1819,00;86,00;50.39
401;25/11/2021 00:00;460,00;6.35;1804,00;86,00;54.12
401;25/11/2021 00:00;460,00;6.4;1794,00;85,00;50.79
401;25/11/2021 00:00;460,00;6.21;1787,00;85,00;53.85
401;25/11/2021 00:00;460,00;6.37;1817,00;85,00;52.46
401;25/11/2021 00:00;460,00;6.26;1761,00;84,00;56.01
401;25/11/2021 00:00;460,00;5.75;1774,00;84,00;57.98
401;25/11/2021 00:00;460,00;6.29;1856,00;84,00;56.68
401;25/11/2021 00:00;460,00;6.64;1867,00;83,00;55.31
401;25/11/2021 00:00;460,00;6.09;1957,00;82,00;61.29
401;25/11/2021 00:00;460,00;4.36;1796,00;82,00;61.19
401;25/11/2021 00:00;460,00;3.92;1769,00;82,00;51.25
401;25/11/2021 00:00;460,00;3.35;1785,00;82,00;44.96
401;08/11/2021 00:00;121,00;3.48;1581,00;85,00;7.26
401;08/11/2021 00:00;121,00;3.98;1421,00;85,00;17.71
401;08/11/2021 00:00;121,00;3.76;1470,00;85,00;9.17
401;08/11/2021 00:00;121,00;3.7;1428,00;85,00;16.01
401;08/11/2021 00:00;121,00;2.14;1337,00;85,00;11.83
401;08/11/2021 00:00;121,00;3.29;1574,00;87,00;4.61
401;08/11/2021 00:00;121,00;5.44;2136,00;86,00;16.95
401;08/11/2021 00:00;121,00;5.48;2091,00;86,00;22.36
401;08/11/2021 00:00;121,00;5.38;2118,00;86,00;25.04
401;08/11/2021 00:00;121,00;4.63;1449,00;86,00;26.14
401;08/11/2021 00:00;9084,00;5.57;1035,00;86,00;7.07
401;09/11/2021 00:00;642,00;6,00;1601,00;93,00;53.62
401;09/11/2021 00:00;642,00;6.37;1595,00;93,00;62.35
401;09/11/2021 00:00;642,00;6.45;1628,00;93,00;59.32
401;09/11/2021 00:00;642,00;6.33;1603,00;93,00;54.87
401;09/11/2021 00:00;642,00;5.97;1479,00;92,00;56.85
401;09/11/2021 00:00;642,00;6.08;1594,00;92,00;59.8
401;09/11/2021 00:00;642,00;6.55;1568,00;92,00;55.47
401;09/11/2021 00:00;642,00;6.37;1562,00;91,00;60.7
401;09/11/2021 00:00;642,00;6.48;1565,00;91,00;55.05
401;09/11/2021 00:00;642,00;6.5;1600,00;91,00;55.98
401;09/11/2021 00:00;642,00;6.5;1598,00;90,00;57.24
401;09/11/2021 00:00;642,00;6.4;1580,00;90,00;57.79
401;09/11/2021 00:00;642,00;6.47;1574,00;90,00;55.67
401;09/11/2021 00:00;642,00;6.42;1561,00;89,00;58.72
401;09/11/2021 00:00;642,00;6.46;1597,00;89,00;54.8
401;09/11/2021 00:00;642,00;6.41;1594,00;89,00;59.74
401;09/11/2021 00:00;642,00;6.52;1597,00;88,00;54.1
401;09/11/2021 00:00;642,00;6.38;1574,00;88,00;57.85
401;09/11/2021 00:00;642,00;6.48;1549,00;88,00;57.78
401;09/11/2021 00:00;642,00;6.51;1558,00;87,00;59.15
401;09/11/2021 00:00;642,00;6.32;1585,00;87,00;63.07
401;09/11/2021 00:00;642,00;5.69;1607,00;87,00;49.03
401;09/11/2021 00:00;642,00;4.94;1618,00;87,00;49.68
401;09/11/2021 00:00;642,00;5.16;1579,00;87,00;51.78
401;09/11/2021 00:00;642,00;5.58;1564,00;86,00;51.44
401;09/11/2021 00:00;642,00;5.44;1555,00;86,00;53.72
401;09/11/2021 00:00;642,00;5.58;1579,00;86,00;51.68
401;09/11/2021 00:00;642,00;5.04;1500,00;86,00;50.72
401;09/11/2021 00:00;642,00;4.3;1366,00;85,00;42.23
401;09/11/2021 00:00;642,00;5.52;1628,00;85,00;43,00
401;09/11/2021 00:00;642,00;5.13;1771,00;99,00;19.77
401;09/11/2021 00:00;642,00;6.14;1566,00;99,00;52.77
401;09/11/2021 00:00;642,00;6.18;1669,00;99,00;69.24
401;09/11/2021 00:00;642,00;6.93;1698,00;99,00;56.4
401;09/11/2021 00:00;642,00;6.84;1647,00;99,00;65.25
401;09/11/2021 00:00;642,00;6.49;1693,00;99,00;66.17
401;09/11/2021 00:00;642,00;6.86;1702,00;99,00;59.06
401;09/11/2021 00:00;642,00;7.01;1733,00;98,00;61.87
401;09/11/2021 00:00;642,00;6.74;1690,00;98,00;69.21
401;09/11/2021 00:00;642,00;7.05;1725,00;98,00;56.33
401;09/11/2021 00:00;642,00;6.96;1674,00;97,00;64.22
401;09/11/2021 00:00;642,00;6.83;1684,00;96,00;67.33
401;09/11/2021 00:00;642,00;7,00;1715,00;96,00;60.78
401;09/11/2021 00:00;642,00;6.89;1656,00;95,00;65.93
